user_id,friend_id,created_at,text
"1179335426152095744
",1344518491223830530,2020-12-31 05:39:22,"Get ready nanpa ğŸ¤™
#MasterTrailer ğŸ¤œğŸ¤› update today 6 pm"
"1179335426152095744
",1344537390187118592,2020-12-31 06:54:28,"Lokesh Interview is here. 

ğŸ“Œhttps://t.co/KbW9wlKhsA

@actorvijay  || #Master || #MasterPongal #MasterTrailer"
"1142826960936001536
",1343463837173870592,2020-12-28 07:48:33,"RT @TVF_Royals4: Get Ready to Dominate the Social Medias ğŸ”¥ #MasterTrailer Announcement Loading...â³ï¸ğŸ˜

#Master @ActorVijay https://t.co/bGXUâ€¦"
"1142826960936001536
",1343463426190835712,2020-12-28 07:46:55,RT @bussyAnandOff: #MasterTrailer Update Today at 5.00PM ğŸ”¥ğŸ’ª #Master @actorvijay
"1142826960936001536
",1344556286638084096,2020-12-31 08:09:34,RT @XBFilm: #MasterTrailer Expected ğŸ¤œğŸ¤›
"1142826960936001536
",1344314686477533184,2020-12-30 16:09:32,RT @XBFilm: #MasterTrailer Soon...
"1142826960936001536
",1344259658979033088,2020-12-30 12:30:52,RT @XB_FilmCreator: Finally !! #MasterTrailer From JAN 1 6ï¸âƒ£ PM . Advance Happy New Year Nanba Nanbigal ğŸ’¥ğŸ‰ #Master
"1142826960936001536
",1344585332927459331,2020-12-31 10:04:59,#MasterTrailer https://t.co/GRqiOmq6R4
"1142826960936001536
",1344554641757851648,2020-12-31 08:03:01,"#Master Trailer kku wait pantavanga ğŸ˜ RT pannunga 

#MasterTrailer #MasterTeaserHits1MComments https://t.co/veI51d1sgq"
"1142826960936001536
",1344872399192215553,2021-01-01 05:05:41,"RT @VijayImmanuel6: Do we really Need A #MasterTrailer ? ğŸ¤”

I Think Idhukumela Direct Theatre La Partha Dhan Kick Irukum !!

#Master #Enowaâ€¦"
"1142826960936001536
",1342117610226286593,2020-12-24 14:39:08,Now Only Think We Required From #Master Team Is Movie Release Date With The Most Awaited #MasterTrailer Release..!!â€¦ https://t.co/HbkY73lVvB
"1178340371371188224
",1344532003576692739,2020-12-31 06:33:04,"RT @TFK_tm: Unreaveled exclusive snap from #Master 
From #AnandaVikatan Magazine 

#MasterTrailer | @actorvijay https://t.co/taFYNO4ssn"
"1178340371371188224
",1344528293169664000,2020-12-31 06:18:19,"@SigSole #Master #MasterTrailer 

Waiting for tomorrow
ğŸ’¥ğŸ’¥"
"1178340371371188224
",1344526461785391104,2020-12-31 06:11:03,"RT @Rejitha_Vijay: Good morning  friends ğŸ’¥

#MasterTrailer #MasterPongal #MasterUpdate #MasterManiaSoon #MasterTrailerSoon #MasterFromJan13â€¦"
"1178340371371188224
",1344279463912038402,2020-12-30 13:49:34,"RT @TFK_tm: Kerala ğŸŒ´
Verithanam #Verithanam Poster 

#MasterTrailer Soon....

 ğŸ’¥ğŸ’¥#Master | @actorvijay | @KVFC_OfficiaI https://t.co/4FiFeWâ€¦"
"1178340371371188224
",1344277860626829313,2020-12-30 13:43:12,"RT @TFK_tm: #Master Movie Will Be Released In OTT ğŸ™„
Only After 50days Of Release ğŸ˜‰

#MasterTrailer | @actorvijay |"
"1178340371371188224
",1344275266370039808,2020-12-30 13:32:53,*Finally !! #MasterTrailer From JAN 1 6ï¸âƒ£ PM . Advance Happy New Year Nanba Nanbigal ğŸ’¥ğŸ‰ #Master* https://t.co/mQ58rYTcnQ
"1178340371371188224
",1344275142998806528,2020-12-30 13:32:24,*Finally !! #MasterTrailer From JAN 1 6ï¸âƒ£ PM . Advance Happy New Year Nanba Nanbigal ğŸ’¥ğŸ‰ #Master* https://t.co/w48XBw2JC7
"1178340371371188224
",1344275040892686336,2020-12-30 13:31:59,RT @TFK_tm: #MasterTrailer | @actorvijay https://t.co/g7vy6W4vxE
"1178340371371188224
",1344674627042246659,2020-12-31 15:59:48,"RT @thayoliiiii: à®•à¯‹à®®à®³ à®’à®•à¯à®•ğŸ˜‚ğŸ˜‚ğŸ˜‚

à®à®©à¯à®©à®Ÿà®¾ à®‡à®¤à¯ à®ªà¯‡à®°à¯ à®‡à®¤à¯ğŸ¤£ğŸ¤£ğŸ‘Œ
à®“à®²à¯ğŸ˜‚
à®’à®®à¯à®®à®²à¯‡ğŸ˜‚

#MasterTrailer #Master #MasterTeaserHits1MComments #MasterTeaser #Masteâ€¦"
"1178340371371188224
",1342129094285172738,2020-12-24 15:24:46,"RT @itz_expiry1: Take SS ğŸ‘

#MasterTrailer Update Will Be Out On Tomorrow Evening â¤ï¸ğŸ‘

 I Request All Thalapathy Fans Come Online And Partiâ€¦"
"1178340371371188224
",1344860449502679041,2021-01-01 04:18:12,RT @Actress_Ramya: #MasterTrailer ğŸ”¥ğŸ”¥ğŸ”¥
"1178340371371188224
",1344797817085153280,2021-01-01 00:09:19,RT @MasterMovieOff: #MasterTrailer
"1178340371371188224
",1344673160742936577,2020-12-31 15:53:58,"RT @MasterMovieOff: #MasterTeaser - 2
         (Or)
#MasterTrailer"
"1178340371371188224
",1344273364307701761,2020-12-30 13:25:20,"#ThalapathyVijay  New oneâ¤ï¸ @actorvijay
#Master #MasterTrailer https://t.co/vKeJy3glSB"
"896732107845779456
",1344130398272425985,2020-12-30 03:57:14,"#MasterTrailer Very Soon! 
#Master"
"1081570222400663552
",1344925304309968898,2021-01-01 08:35:54,"#Master #MasterTrailer
#Thalapathy #Makkalselvan https://t.co/pjr5GCueQ0"
"1081570222400663552
",1344924784434397184,2021-01-01 08:33:50,"RT @dp_karthik: Video Promo for #MasterTrailer update or a poster ?

#Master"
"1081570222400663552
",1344286342050582529,2020-12-30 14:16:54,"#MasterTrailer Update will be announced soon - This is the update ğŸ˜ 

#Master @actorvijay"
"1081570222400663552
",1344286245908672514,2020-12-30 14:16:31,"RT @a2studoffl: #MasterTrailer Very Soon! 
#Master"
"1081570222400663552
",1344928663897182208,2021-01-01 08:49:15,"RT @AlterEgo_555: ğŸ’“ Suyanalam illatha pothunalamğŸ’–ğŸ’–
Tag potta dash gala kaanomğŸ§ğŸ§

#Master #MasterTrailer #SelflessActorVIJAY https://t.co/Cgâ€¦"
"1081570222400663552
",1344640126140338176,2020-12-31 13:42:42,"Ha ha ğŸ¤ª 

#MasterTrailer #MasterPongal #master https://t.co/UFAGqFOXZ5"
"1081570222400663552
",1344565819045343232,2020-12-31 08:47:26,#MasterTrailer Loading ğŸ”œ !! https://t.co/jBDqxOOmQe
"1081570222400663552
",1344914183087788032,2021-01-01 07:51:43,"RT @JonnesVasanth: #MasterTrailer Update à®µà¯‡à®£à¯à®®à¯ - Like 

#MasterTralier Update à®µà¯‡à®£à®¾à®®à¯ directa à®ªà®Ÿà®®à¯ à®ªà®¾à®•à¯à®•à®£à¯à®®à¯ - Rt 

#SelflessActorVIJAY #Maâ€¦"
"1081570222400663552
",1343587734229635073,2020-12-28 16:00:53,"RT @TVF_Royals4: #MasterTrailer is Trending in India Trends. ğŸ¥ ğŸ˜ğŸ˜ğŸ”¥

Seems Like so many Thalalathy Fans are expecting Trailer update  ğŸ˜â¤ï¸â€¦"
"1081570222400663552
",1344901650150871041,2021-01-01 07:01:55,RT @Mohamme66400938: @Dir_Lokesh #MasterTrailer https://t.co/u3RNBGRcpi
"1081570222400663552
",1344901637723234304,2021-01-01 07:01:52,"RT @Vijayudhaya7: @Dir_Lokesh #MasterTrailer Waiting ya ğŸ˜ğŸ™ŒğŸ”¥

Happy New year anna oru reply panna mudiyuma ğŸ™ğŸ™ğŸ™"
"1081570222400663552
",1344640981220511746,2020-12-31 13:46:06,RT @Cow_Boy_VFC: à®à®µà®© à®ªà®¾à®°à¯à®¤à¯à®¤à®¾à®²à¯à®®à¯ #MasterTrailer à®ªà®¤à¯à®¤à®¿à®¤à®¾à®©à¯ à®Ÿà¯à®µà®¿à®Ÿà¯ à®ªà¯‹à®Ÿà¯à®Ÿà¯à®Ÿà¯à®Ÿà¯ à®‡à®°à¯à®•à¯à®•à®¾à®™à¯à®• à®à®ªà¯à®ªà®Ÿà®¾ à®…à®ªà¯à®Ÿà¯‡à®Ÿà¯ Trailer à®µà®¿à®Ÿà¯à®µà®¾à®©à¯à®™à¯à®•à®©à¯ à®‡à®°à¯à®•à¯à®•à¯ ğŸ˜¢
"4915960573
",1344872824687611905,2021-01-01 05:07:22,"RT @Sakthii_VFC: à®‡à®©à¯à®©à¯ˆà®•à¯à®•à¯ #MasterTrailer à®…à®ªà¯à®Ÿà¯‡à®Ÿà¯ à®µà®°à®²à®©à®¾ à®¨à®¾ à®Ÿà¯à®µà®¿à®Ÿà¯à®Ÿà®°à¯ à®µà®¿à®Ÿà¯à®Ÿà¯‡ à®ªà¯‹à®¯à¯à®°à¯à®µà¯‡à®©à¯ ..

à®‡à®¤à¯ à®¤à®² à®…à®œà®¿à®¤à¯ à®®à¯‡à®² à®šà®¤à¯à®¤à®¿à®¯à®®à¯ .. ğŸ’¯

#Master @actorviâ€¦"
"4915960573
",1344871764250169344,2021-01-01 05:03:09,"RT @_manivj: #MasterPromo Video Is Comming Soon

#Master #MasterPongal #MasterTrailer https://t.co/PwLjacs4dC"
"4915960573
",1344602249062973441,2020-12-31 11:12:12,RT @SSMusicTweet: #MasterTrailer Loading ğŸ”œ !!
"4915960573
",1344649492067303424,2020-12-31 14:19:55,"#NewYearWithMaster 

#MasterTrailer Update ğŸ”œ
@XBFilmCreators 
@Dir_Lokesh"
"1080800582925836288
",1344547107961638913,2020-12-31 07:33:05,"RT @sunnewstamil: à®°à®šà®¿à®•à®°à¯à®•à®³à¯à®•à¯à®•à¯ à®ªà¯à®¤à¯à®¤à®¾à®£à¯à®Ÿà¯ à®µà®¿à®°à¯à®¨à¯à®¤à®¾à®• à®…à®®à¯ˆà®¨à¯à®¤ à®®à®¾à®¸à¯à®Ÿà®°à¯ à®ªà®Ÿà®¤à¯à®¤à®¿à®©à¯ à®ªà¯à®¤à®¿à®¯ à®ªà¯‹à®¸à¯à®Ÿà®°à¯à®•à®³à¯!

#SunNews | #MasterTrailer | @actorvijay httâ€¦"
"1080800582925836288
",1344546058794225664,2020-12-31 07:28:55,RT @SSMusicTweet: #MasterTrailer Loading ğŸ”œ !!
"1080800582925836288
",1344925168381124609,2021-01-01 08:35:22,"RT @Sakthii_VFC: à®‡à®©à¯à®©à¯ˆà®•à¯à®•à¯ #MasterTrailer à®…à®ªà¯à®Ÿà¯‡à®Ÿà¯ à®µà®°à®²à®©à®¾ à®¨à®¾ à®Ÿà¯à®µà®¿à®Ÿà¯à®Ÿà®°à¯ à®µà®¿à®Ÿà¯à®Ÿà¯‡ à®ªà¯‹à®¯à¯à®°à¯à®µà¯‡à®©à¯ ..

à®‡à®¤à¯ à®¤à®² à®…à®œà®¿à®¤à¯ à®®à¯‡à®² à®šà®¤à¯à®¤à®¿à®¯à®®à¯ .. ğŸ’¯

#Master @actorviâ€¦"
"1080800582925836288
",1344590900391858182,2020-12-31 10:27:06,RT @MasterOfficiaI: Which one you guys want to see ? #MasterTeaser - 2 Or #MasterTrailer ? #Master #ThalapathyVijay
"1080800582925836288
",1344590589661048832,2020-12-31 10:25:52,"RT @MasterOfficiaI: Director #LokeshKanagaraj about #Master Teaser &amp; Trailer! @actorvijay @Dir_Lokesh #MasterTrailer 

Watch Full Interviewâ€¦"
"1080800582925836288
",1343758665879224321,2020-12-29 03:20:06,"RT @MrKettavanOffl: Good Morning frds ;) ğŸ˜ğŸ™

Ellorum Comments Pannunga ğŸŒŸ

#MasterVIJAYEnteringNorth #Master
#MasterTrailer 

Master Teaserâ€¦"
"1279022155133411328
",1344757762576695297,2020-12-31 21:30:09,"RT @VIJAY_PrakHasck: Wish you a Happy NewYear
May all ur wish come true this yr â¤ï¸

#HappyNewYear #NewYear2021 #Master #MasterTrailer @actoâ€¦"
"1279022155133411328
",1344418937136508928,2020-12-30 23:03:47,"RT @sunnewstamil: à®°à®šà®¿à®•à®°à¯à®•à®³à¯à®•à¯à®•à¯ à®ªà¯à®¤à¯à®¤à®¾à®£à¯à®Ÿà¯ à®µà®¿à®°à¯à®¨à¯à®¤à®¾à®• à®…à®®à¯ˆà®¨à¯à®¤ à®®à®¾à®¸à¯à®Ÿà®°à¯ à®ªà®Ÿà®¤à¯à®¤à®¿à®©à¯ à®ªà¯à®¤à®¿à®¯ à®ªà¯‹à®¸à¯à®Ÿà®°à¯à®•à®³à¯!

#SunNews | #MasterTrailer | @actorvijay httâ€¦"
"1279022155133411328
",1344418733796728832,2020-12-30 23:02:58,"RT @INOXMovies: Coming soon: #MasterTrailer 

#Master #MasterInHindi #MasterUpdate #MasterPongal #Thalapathy65 #ThalapathyVijay @actorvijayâ€¦"
"1279022155133411328
",1342129094285172738,2020-12-24 15:24:46,"RT @itz_expiry1: Take SS ğŸ‘

#MasterTrailer Update Will Be Out On Tomorrow Evening â¤ï¸ğŸ‘

 I Request All Thalapathy Fans Come Online And Partiâ€¦"
"1279022155133411328
",1344623016269869056,2020-12-31 12:34:43,"Update At 12:00 AM ğŸ‘ 

Get Ready Folks :) #MasterTrailer"
"1279022155133411328
",1344622828167987200,2020-12-31 12:33:58,"No update no celebration

#MasterTrailer"
"1279022155133411328
",1344607885288902658,2020-12-31 11:34:36,"Get Ready #MasterTrailer Update Announcement Locked ğŸ’¥ğŸ•›ğŸ’¯

12.00 AM ğŸ•º

#Master @actorvijay https://t.co/0xUcYeywhS"
"1279022155133411328
",1344583278871805952,2020-12-31 09:56:49,RT @SSMusicTweet: #MasterTrailer Loading ğŸ”œ !!
"1279022155133411328
",1344516495938711554,2020-12-31 05:31:27,RT @DheenaActor: #MasterTrailer Soon ğŸ”¥
"1279022155133411328
",1344264164479365120,2020-12-30 12:48:46,RT @XB_FilmCreator: Finally !! #MasterTrailer From JAN 1 6ï¸âƒ£ PM . Advance Happy New Year Nanba Nanbigal ğŸ’¥ğŸ‰ #Master
"1279022155133411328
",1344264137744871424,2020-12-30 12:48:40,RT @rasiganmaster: Finally !! #MasterTrailer From JAN 1 6ï¸âƒ£ PM . Advance Happy New Year Nanba Nanbigal ğŸ’¥ğŸ‰ #Master
"1279022155133411328
",1344877095646683138,2021-01-01 05:24:20,"à®à®©à¯à®©à®©à¯à®¤à®¾à®©à¯ à®‡à®±à®™à¯à®•à®¿ à®ªà®¾à®¤à¯à®¤à¯à®°à¯à®µà¯‹à®®à¯ğŸ”¥ğŸ”¥
#HappyNewYear2021 
#MasterTrailer #MasterPongal https://t.co/ijj9cS7lFs"
"1034439563882754048
",1344621114887032832,2020-12-31 12:27:10,RT @MasterMovieOff: #MasterTrailer
"1034439563882754048
",1344561727522803712,2020-12-31 08:31:11,"RT @MasterMovieOff: #MasterTeaser - 2
         (Or)
#MasterTrailer"
"965142526163341312
",1344285032886636546,2020-12-30 14:11:42,"RT @Thalapathy2k1: Years will change but cuteness level neber change ğŸ˜ğŸ¤—â¤ï¸

#Master #MasterTrailer #MasterPongal  #MasterUpdate https://t.coâ€¦"
"965142526163341312
",1344284963093377028,2020-12-30 14:11:25,"RT @Fairydollyzz: #Master Malayalam Poster Is Released Now !! ğŸ˜It Will Be A Malayalam Dubbed Release !! 

#MasterTrailer @actorvijay https:â€¦"
"965142526163341312
",1343901553132929026,2020-12-29 12:47:53,RT @Itz_MersalImran: à®“à®Ÿà®¿ à®µà®¨à¯à®¤à¯‡à®©à¯ @XBFilmCreators Notifications à®ªà®¾à®°à¯à®¤à¯à®¤à¯à®Ÿà¯à®Ÿà¯ #MasterTrailer à®…à®ªà¯à®Ÿà¯‡à®Ÿà¯à®©à¯ à®¨à®¿à®©à¯ˆà®šà¯à®šà¯ ğŸ˜¢ğŸ˜¢ à®•à®Ÿà¯ˆà®šà®¿à®² à®ªà®¾à®°à¯à®Ÿà¯à®©à®°à¯ announceâ€¦
"965142526163341312
",1342339956266549250,2020-12-25 05:22:39,"RT @nasuru2012: It's Dec 25 th , Christmas special Surprise from #Master Team â³

Expecting #MasterTrailer release date with a special posteâ€¦"
"4364521152
",1344676190062198785,2020-12-31 16:06:01,"RT @VGMediaworks: Thanks To All For Your Wonderful Support.
To End The Year Of On a High, Here is my #Master Fan Made! â¤ï¸ğŸ”¥
#MasterTrailer #â€¦"
